PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,is_useful,usefulness_tier,fold,comments,useful_no_pdf
18581860,"A reversed-phase high performance liquid chromatographic method with pre-column derivatization for the determination of alliin and its related substances, which are the precursors of garlic's active components, was established. Alliin was derivatized with 6-aminoquinolyl-N-hydroxysuccinimicly carbamate (AQC). The reaction of derivatization was very fast and the derivative was stable. The analysis was carried out on a Kromasil C18 column (250 mm x 4.6 mm, 5 microm) with a gradientelution and detection at 248 nm. The mobile ph ase consisted of 0.1% acetamide (0.03% acetic acid) (A) and the mixture of water and acetonitrile (40: 60, v/v) (B), and the flow rate was set at 1.0 mL/min. The linear calibration was found for alliin within the range of 1.171 9 -1 500 microg/mL (r = 0.999 8). The inter-day and intra-day precision were good with relative standard deviation (RSD) less than 1.8% (n = 5). The recovery was 99.1% with the RSD of 1.9%. The limit of detection was 0.15 microg/mL. The method established is accurate, simple and rapid and suitable for the determination of alliin and related substances.",Se pu = Chinese journal of chromatography,"['D002851', 'D056148', 'D003545', 'D005737', 'D006863', 'D057230', 'D016014', 'D015203']","['Chromatography, High Pressure Liquid', 'Chromatography, Reverse-Phase', 'Cysteine', 'Garlic', 'Hydrogen-Ion Concentration', 'Limit of Detection', 'Linear Models', 'Reproducibility of Results']",[Determination of alliin and its related substances in garlic using pre-column derivatization and reversed-phase high performance liquid chromatography].,"['Q000379', 'Q000379', 'Q000031', 'Q000737', None, None, None, None]","['methods', 'methods', 'analogs & derivatives', 'chemistry', None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/18581860,2010,,,,,
18565914,"Lactoperoxidase (LP) exerts antimicrobial effects in combination with H(2)O(2) and either thiocyanate (SCN(-)) or a halide (e.g., I(-)). Garlic extract in the presence of ethanol has also been used to activate the LP system. This study aimed to determine the effects of 3 LP activation systems (LP+SCN(-)+H(2)O(2); LP+I(-)+H(2)O(2); LP + garlic extract + ethanol) on the growth and activity of 3 test organisms (Staphylococcus aureus, Pseudomonas aeruginosa, and Bacillus cereus). Sterilized milk was used as the reaction medium, and the growth pattern of the organisms and a range of keeping quality (KQ) indicators (pH, titratable acidity, ethanol stability, clot on boiling) were monitored during storage at the respective optimum growth temperature for each organism. The LP+I(-)+ H(2)O(2) system reduced bacterial counts below the detection limit shortly after treatment for all 3 organisms, and no bacteria could be detected for the duration of the experiment (35 to 55 h). The KQ data confirmed that the milk remained unspoiled at the end of the experiments. The LP + garlic extract + ethanol system, on the other hand, had no effect on the growth or KQ with P. aeruginosa, but showed a small retardation of growth of the other 2 organisms, accompanied by small increases (5 to 10 h) in KQ. The effects of the LP+SCN(-)+H(2)O(2) system were intermediate between those of the other 2 systems and differed between organisms. With P. aeruginosa, the system exerted total inhibition within 10 h of incubation, but the bacteria regained viability after a further 5 h, following a logarithmic growth curve. This was reflected in the KQ indicators, which implied an extension of 15 h. With the other 2 bacterial species, LP+SCN(-)+H(2)O(2) exerted an obvious inhibitory effect, giving a lag phase in the growth curve of 5 to 10 h and KQ extension of 10 to 15 h. When used in combination, I(-) and SCN(-) displayed negative synergy.",Journal of dairy science,"['D000818', 'D001409', 'D002417', 'D002851', 'D015169', 'D004789', 'D004795', 'D000431', 'D005260', 'D005519', 'D005737', 'D006861', 'D007454', 'D007784', 'D008826', 'D008892', 'D010936', 'D011550', 'D013211', 'D013861', 'D013997']","['Animals', 'Bacillus cereus', 'Cattle', 'Chromatography, High Pressure Liquid', 'Colony Count, Microbial', 'Enzyme Activation', 'Enzyme Stability', 'Ethanol', 'Female', 'Food Preservation', 'Garlic', 'Hydrogen Peroxide', 'Iodides', 'Lactoperoxidase', 'Microbial Sensitivity Tests', 'Milk', 'Plant Extracts', 'Pseudomonas aeruginosa', 'Staphylococcus aureus', 'Thiocyanates', 'Time Factors']",Challenge testing the lactoperoxidase system against a range of bacteria using different activation agents.,"[None, 'Q000187', None, None, None, None, None, 'Q000494', None, 'Q000379', 'Q000737', 'Q000494', 'Q000494', 'Q000378', None, 'Q000382', 'Q000494', 'Q000187', 'Q000187', 'Q000494', None]","[None, 'drug effects', None, None, None, None, None, 'pharmacology', None, 'methods', 'chemistry', 'pharmacology', 'pharmacology', 'metabolism', None, 'microbiology', 'pharmacology', 'drug effects', 'drug effects', 'pharmacology', None]",https://www.ncbi.nlm.nih.gov/pubmed/18565914,2008,0.0,0.0,,no access to PDF,
18494496,"Polish garlic and white and red onions were subjected to blanching, boiling, frying, and microwaving for different periods of time, and then their bioactive compounds (polyphenols, flavonoids, flavanols, anthocyanins, tannins, and ascorbic acid) and antioxidant activities were determined. It was found that blanching and frying and then microwaving of garlic and onions did not decrease significantly the amounts of their bioactive compounds and the level of antioxidant activities ( P > 0.05). The HPLC profiles of free and soluble ester- and glycoside-bound phenolic acids showed that trans-hydroxycinnamic acids (caffeic, p-coumaric, ferulic, and sinapic) were as much as twice higher in garlic than in onions. Quercetin quantity was the highest in red onion among the studied vegetables. The electrophoretic separation of nonreduced garlic and onion proteins after boiling demonstrated their degradation in the range from 50 to 112 kDa.",Journal of agricultural and food chemistry,"['D000975', 'D002851', 'D003373', 'D005419', 'D005511', 'D005737', 'D006358', 'D019697', 'D010636', 'D059808', 'D011794']","['Antioxidants', 'Chromatography, High Pressure Liquid', 'Coumaric Acids', 'Flavonoids', 'Food Handling', 'Garlic', 'Hot Temperature', 'Onions', 'Phenols', 'Polyphenols', 'Quercetin']",Comparison of the main bioactive compounds and antioxidant activities in garlic and white and red onions after treatment protocols.,"['Q000032', None, 'Q000032', 'Q000032', 'Q000379', 'Q000737', None, 'Q000737', 'Q000032', None, 'Q000032']","['analysis', None, 'analysis', 'analysis', 'methods', 'chemistry', None, 'chemistry', 'analysis', None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/18494496,2008,1.0,1.0,,,
18388403,"A determination method for individual natural vitamin B(6) compounds was developed. The vitamin B(6) compounds were specifically converted into 4-pyridoxolactone (PAL), a highly fluorescent compound, through a combination of enzymatic reactions and HCl-hydrolysis. PAL was then determined by HPLC. Pyridoxal was completely oxidized to PAL with pyridoxal 4-dehydrogenase (PLDH). Pyridoxine and pyridoxamine were totally converted into PAL through a coupling reaction involving pyridoxine 4-oxidase and PLDH, and one involving pyridoxamine-pyruvate aminotransferase and PLDH, respectively. The 5'-phosphate forms and pyridoxine-beta-glucoside were hydrolyzed with HCl, and then determined as their free forms. Pyridoxine 5'-phosphate and pyridoxine-beta-glucoside were not separately determined here. Three food samples were analyzed by this method.",Journal of nutritional science and vitaminology,"['D000429', 'D000818', 'D002212', 'D002645', 'D002851', 'D005504', 'D005737', 'D005960', 'D006851', 'D006868', 'D011735', 'D011736', 'D013997', 'D000637', 'D025101', 'D014803']","['Alcohol Oxidoreductases', 'Animals', 'Capsicum', 'Chickens', 'Chromatography, High Pressure Liquid', 'Food Analysis', 'Garlic', 'Glucosides', 'Hydrochloric Acid', 'Hydrolysis', 'Pyridoxic Acid', 'Pyridoxine', 'Time Factors', 'Transaminases', 'Vitamin B 6', 'Vitamin B Complex']",Determination of individual vitamin B(6) compounds based on enzymatic conversion to 4-pyridoxolactone.,"['Q000737', None, None, None, 'Q000379', 'Q000379', None, 'Q000032', 'Q000737', None, 'Q000031', 'Q000031', None, 'Q000737', 'Q000032', 'Q000032']","['chemistry', None, None, None, 'methods', 'methods', None, 'analysis', 'chemistry', None, 'analogs & derivatives', 'analogs & derivatives', None, 'chemistry', 'analysis', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/18388403,2008,1.0,1.0,,,
18348048,"Nineteen samples of food in glass jars with twist closures were collected by the national food inspectors at Danish food producers and a few importers, focusing on fatty food, such as vegetables in oil, herring in dressing or pickle, soft spreadable cheese, cream, dressings, peanut butter, sauces and infant food. The composition of the plasticizers in the gaskets was analysed by gas chromatography with flame ionization detection (GC-FID) and gas chromatography-mass spectrometry (GC-MS). Epoxidized soybean oil (ESBO) and phthalates were determined in the homogenized food samples. ESBO was the principal plasticizer in five of the gaskets; in 14 it was phthalates. ESBO was found in seven of the food samples at concentrations from 6 to 100 mg kg(-1). The highest levels (91-100 mg kg(-1)) were in oily foods such as garlic, chilli or olives in oil. Phthalates, i.e. di-iso-decylphthalate (DIDP) and di-iso-nonylphthalates (DINP), were found in seven samples at 6-173 mg kg(-1). The highest concentrations (99-173 mg kg(-1)) were in products of garlic and tomatoes in oil and in fatty food products such as sauce béarnaise and peanut butter. For five of the samples the overall migration from unused lids to the official fatty food simulant olive oil was determined and compared with the legal limit of 60 mg kg(-1). The results ranged from 76 to 519 mg kg(-1) and as a consequence the products were withdrawn from the market.","Food additives & contaminants. Part A, Chemistry, analysis, control, exposure & risk assessment","['D002849', 'D003718', 'D004041', 'D004852', 'D005504', 'D005506', 'D018857', 'D006801', 'D010968', 'D011143', 'D013024']","['Chromatography, Gas', 'Denmark', 'Dietary Fats', 'Epoxy Compounds', 'Food Analysis', 'Food Contamination', 'Food Packaging', 'Humans', 'Plasticizers', 'Polyvinyl Chloride', 'Soybean Oil']",Migration of epoxidized soybean oil (ESBO) and phthalates from twist closures into food and enforcement of the overall migration limit.,"['Q000379', None, 'Q000032', 'Q000032', 'Q000379', 'Q000032', None, None, 'Q000737', 'Q000737', 'Q000032']","['methods', None, 'analysis', 'analysis', 'methods', 'analysis', None, None, 'chemistry', 'chemistry', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/18348048,2008,0.0,0.0,,,
18320173,"A method for the accurate determination of ultratrace selenium species of relevance to cancer research, such as gamma-glutamyl-Se-methylselenocysteine (gamma-glutamyl-SeMC), using species-specific double isotope dilution analysis (IDA) with HPLC-ICP-MS is reported for the first time. The (77)Se-enriched gamma-glutamyl-SeMC spike was produced in-house by collecting the fraction at the retention time of the gamma-glutamyl-SeMC peak from a chromatographed aqueous extract of (77)Se-enriched yeast, pooling the collected fractions and freeze-drying the homogenate. The Se content of this spike was characterised using reverse isotope dilution mass spectrometry (IDMS) and the isotopic composition of this spike was checked prior to quantification of the natural abundance dipeptide species in garlic using speciated IDA. The extraction of the gamma-glutamyl-SeMC species in water was performed in a sonication bath for 2 h after adding an appropriate quantity of (77)Se-enriched gamma-glutamyl-SeMC to 50 mg of garlic to give optimal (78)Se/(77)Se and (82)Se/(77)Se ratios of 1.5 and 0.6, respectively. The effect of ultrasonic nebulisation, in comparison with the loading of the ICP with carbon (through the addition of methane gas on-line), on the detection of Se associated with gamma-glutamyl-SeMC using collision/reaction cell ICP-MS with hydrogen as collision gas was investigated. Sensitivity enhancements of approximately fourfold and twofold were achieved using USN and methane mixed plasma, respectively, in comparison with conventional nebulisation and conventional Ar ICP-MS. However, an approximately twofold improvement in the detection limit was achieved using both approaches (42 ng kg(-1) for (78)Se using peak height measurements). The use of species-specific IDMS enabled quantification of the dipeptide species at ng g(-1) levels (603 ng g(-1) Se) in the complex food matrix with a relative standard deviation (RSD, n = 4) of 4.5%, which was approximately half that obtained using standard addition as a confirmatory technique. Furthermore, good agreement was found between the gamma-glutamyl-SeMC species concentrations obtained using both calibration methods.",Analytical and bioanalytical chemistry,"['D002244', 'D002851', 'D003545', 'D005737', 'D007554', 'D013058', 'D016566', 'D012643', 'D012680', 'D013997']","['Carbon', 'Chromatography, High Pressure Liquid', 'Cysteine', 'Garlic', 'Isotopes', 'Mass Spectrometry', 'Organoselenium Compounds', 'Selenium', 'Sensitivity and Specificity', 'Time Factors']",Isotope dilution quantification of ultratrace gamma-glutamyl-Se-methylselenocysteine species using HPLC with enhanced ICP-MS detection by ultrasonic nebulisation or carbon-loaded plasma.,"['Q000737', 'Q000379', 'Q000031', 'Q000737', None, 'Q000379', 'Q000032', 'Q000032', None, None]","['chemistry', 'methods', 'analogs & derivatives', 'chemistry', None, 'methods', 'analysis', 'analysis', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/18320173,2008,0.0,0.0,,spiked samples,
18269349,"Peroxidase POX(1) isoenzyme was purified from garlic (Allium sativum L.) bulb by ammonium sulfate precipitation, gel filtration and anion-exchange chromatography. Native-PAGE profile showed two isoforms, designated POX(1A) and POX(1B). POX(1B) seems to be more attractive for biosensor design since its K(m) (app) for H(2)O(2) is lower than that of POX(1A). In addition to its storage and operational stability, POX(1B) was found to be highly heat-stable, since almost 70% of its activity was conserved at 60 degrees C, whereas full activity was retained at 50 and 40 degrees C for 40 min. The optimal pH was approx. 5 and the optimal temperature was 30 degrees C. Next, gelatin was used as a matrix for enzyme immobilization on a gold electrode surface and electrochemical measurements were performed by using cyclic voltammetry. POX(1B)-based electrodes show great potential for application in H(2)O(2) monitoring of biological samples.",Biotechnology and applied biochemistry,"['D000645', 'D015374', 'D011232', 'D002850', 'D002852', 'D004563', 'D004566', 'D004795', 'D004800', 'D005737', 'D005780', 'D006046', 'D006861', 'D006863', 'D007700', 'D009195', 'D020033', 'D013696']","['Ammonium Sulfate', 'Biosensing Techniques', 'Chemical Precipitation', 'Chromatography, Gel', 'Chromatography, Ion Exchange', 'Electrochemistry', 'Electrodes', 'Enzyme Stability', 'Enzymes, Immobilized', 'Garlic', 'Gelatin', 'Gold', 'Hydrogen Peroxide', 'Hydrogen-Ion Concentration', 'Kinetics', 'Peroxidase', 'Protein Isoforms', 'Temperature']",A new peroxidase from garlic (Allium sativum) bulb: its use in H2O2 biosensing.,"['Q000737', 'Q000379', None, 'Q000379', 'Q000379', None, None, None, None, 'Q000201', 'Q000494', None, 'Q000032', None, None, 'Q000737', 'Q000737', None]","['chemistry', 'methods', None, 'methods', 'methods', None, None, None, None, 'enzymology', 'pharmacology', None, 'analysis', None, None, 'chemistry', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/18269349,2008,0.0,0.0,,,
18246504,"In this study, an enzyme-linked immunosorbent assay (ELISA) was optimized and applied to the determination of endosulfan residues in 20 different kinds of food commodities including vegetables, dry fruits, tea and meat. The limit of detection (IC(15)) was 0.8 microg kg(-1) and the sensitivity (IC(50)) was 5.3 microg kg(-1). Three simple extraction methods were developed, including shaking on the rotary shaker at 250 r min(-1) overnight, shaking on the rotary shaker for 1 h and thoroughly mixing for 2 min. Methanol was used as the extraction solvent in this study. The extracts were diluted in 0.5% fish skin gelatin (FG) in phosphate-buffered saline (PBS) at various dilutions in order to remove the matrix interference. For cabbage (purple and green), asparagus, Japanese green, Chinese cabbage, scallion, garland chrysanthemum, spinach and garlic, the extracts were diluted 10-fold; for carrots and tea, the extracts were diluted 15-fold and 900-fold, respectively. The extracts of celery, adzuki beans and chestnuts, were diluted 20-fold to avoid the matrix interference; ginger, vegetable soybean and peanut extracts were diluted 100-fold; mutton and chicken extracts were diluted 10-fold and for eel, the dilution was 40-fold. Average recoveries were 63.13-125.61%. Validation was conducted by gas chromatography (GC) and gas chromatography-mass spectrometry (GC-MS). The results of this study will be useful to the wide application of an ELISA for the rapid determination of pesticides in food samples.","Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes","['D002849', 'D003257', 'D018556', 'D004726', 'D004797', 'D005506', 'D008401', 'D006801', 'D007306', 'D010573', 'D012680', 'D014675']","['Chromatography, Gas', 'Consumer Product Safety', 'Crops, Agricultural', 'Endosulfan', 'Enzyme-Linked Immunosorbent Assay', 'Food Contamination', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Insecticides', 'Pesticide Residues', 'Sensitivity and Specificity', 'Vegetables']",Optimization and validation of enzyme-linked immunosorbent assay for the determination of endosulfan residues in food samples.,"['Q000379', None, 'Q000737', 'Q000032', 'Q000379', 'Q000032', 'Q000379', None, 'Q000032', 'Q000032', None, 'Q000737']","['methods', None, 'chemistry', 'analysis', 'methods', 'analysis', 'methods', None, 'analysis', 'analysis', None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/18246504,2008,,,,,
18221910,"Superoxide dismutase (SOD) can enhance the characteristic fluorescence of europium in europium (Eu(3+))-tetracycline (TC) system. According to this, a new spectrofluorimetric determination of SOD was developed. Under the optimum conditions, Eu(3+)-TC formed a ternary complex in close proximity with SOD and then intra-molecular energy transfer from TC-SOD complex to Eu(3+), which resulted in the enhancement of characteristic peak of Eu(3+) at 612 nm. The enhanced fluorescence intensity is in proportion to the concentration of SOD, and the linear range was 0.0553-38.71 microg mL(-1) with the limit of detection of 5.53 ng mL(-1). The developed method was practical, simple, sensitive and relatively free from interference coexisting substances and has been successfully applied to the determination of SOD in the plant and blood samples. The mechanism of fluorescence enhancement between Eu(3+)-TC complex and SOD was also studied.","Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy","['D000818', 'D005063', 'D005737', 'D006801', 'D007202', 'D015335', 'D013050', 'D013482', 'D013552', 'D013752', 'D013997']","['Animals', 'Europium', 'Garlic', 'Humans', 'Indicators and Reagents', 'Molecular Probes', 'Spectrometry, Fluorescence', 'Superoxide Dismutase', 'Swine', 'Tetracycline', 'Time Factors']",Spectrofluorimetric determination of superoxide dismutase using a Europium-tetracycline probe.,"[None, 'Q000378', 'Q000201', None, None, 'Q000378', None, 'Q000032', None, 'Q000378', None]","[None, 'metabolism', 'enzymology', None, None, 'metabolism', None, 'analysis', None, 'metabolism', None]",https://www.ncbi.nlm.nih.gov/pubmed/18221910,2008,0.0,0.0,,relevant just not for garlic,
18207414,"A dual function protein was isolated from Allium sativum bulbs and was characterized. The protein had a molecular mass of 25-26 kDa under non-reducing conditions, whereas two polypeptide chains of 12.5+/-0.5 kDa were observed under reducing conditions. E-64 and leupeptin inhibited the proteolytic activity of the protein, which exhibited characteristics similar to cysteine peptidase. The enzyme exhibited substrate specificity and hydrolyzed natural substrates such as alpha-casein (K(m): 23.0 microM), azocasein, haemoglobin and gelatin. It also showed a high affinity for synthetic peptides such as Cbz-Ala-Arg-Arg-OMe-beta-Nam (K(m): 55.24 microM, k(cat): 0.92 s(-1)). The cysteine peptidase activity showed a remarkable stability after incubation at moderate temperatures (40-50 degrees C) over a pH range of 5.5-6.5. The N-terminus of the protein displayed a 100% sequence similarity to the sequences of a mannose-binding lectin isolated from garlic bulbs. Moreover, the purified protein was retained in the chromatographic column when Con-A Sepharose affinity chromatography was performed and the protein was able to agglutinate trypsin-treated rabbit red cells. Therefore, our results indicate the presence of an additional cysteine peptidase activity on a lectin previously described.",Plant physiology and biochemistry : PPB,"['D000818', 'D002364', 'D003546', 'D004912', 'D005737', 'D005780', 'D006386', 'D006388', 'D006454', 'D010940', 'D011817', 'D017386', 'D013379']","['Animals', 'Caseins', 'Cysteine Endopeptidases', 'Erythrocytes', 'Garlic', 'Gelatin', 'Hemagglutination Tests', 'Hemagglutinins', 'Hemoglobins', 'Plant Proteins', 'Rabbits', 'Sequence Homology, Amino Acid', 'Substrate Specificity']",Isolation and characterization of a dual function protein from Allium sativum bulbs which exhibits proteolytic and hemagglutinating activities.,"[None, 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737', None, 'Q000737', 'Q000737', 'Q000737', None, None, None]","[None, 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', None, 'chemistry', 'chemistry', 'chemistry', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/18207414,2008,0.0,0.0,,,
18038130,"Two extracellular enzymes (MsP1 and MsP2) capable of efficient beta-carotene degradation were purified from culture supernatants of the basidiomycete Marasmius scorodonius (garlic mushroom). Under native conditions, the enzymes exhibited molecular masses of approximately 150 and approximately 120 kDa, respectively. SDS-PAGE and mass spectrometric data suggested a composition of two identical subunits for both enzymes. Biochemical characterisation of the purified proteins showed isoelectric points of 3.7 and 3.5, and the presence of heme groups in the active enzymes. Partial amino acid sequences were derived from N-terminal Edman degradation and from mass spectrometric ab initio sequencing of internal peptides. cDNAs of 1,604 to 1,923 bp, containing open reading frames (ORF) of 508 to 513 amino acids, respectively, were cloned from a cDNA library of M. scorodonius. These data suggest glycosylation degrees of approximately 23% for MsP1 and 8% for MsP2. Databank homology searches revealed sequence homologies of MsP1 and MsP2 to unusual peroxidases of the fungi Thanatephorus cucumeris (DyP) and Termitomyces albuminosus (TAP).",Applied microbiology and biotechnology,"['D000363', 'D000595', 'D003001', 'D018076', 'D005656', 'D016681', 'D007526', 'D013058', 'D008969', 'D008970', 'D010544', 'D016415', 'D017386', 'D019207']","['Agaricales', 'Amino Acid Sequence', 'Cloning, Molecular', 'DNA, Complementary', 'Fungal Proteins', 'Genome, Fungal', 'Isoelectric Point', 'Mass Spectrometry', 'Molecular Sequence Data', 'Molecular Weight', 'Peroxidases', 'Sequence Alignment', 'Sequence Homology, Amino Acid', 'beta Carotene']",Novel peroxidases of Marasmius scorodonius degrade beta-carotene.,"['Q000201', None, None, 'Q000235', 'Q000737', None, None, None, None, None, 'Q000737', None, None, 'Q000378']","['enzymology', None, None, 'genetics', 'chemistry', None, None, None, None, None, 'chemistry', None, None, 'metabolism']",https://www.ncbi.nlm.nih.gov/pubmed/18038130,2008,0.0,0.0,,,
18025602,"Crude garlic extract contains one Mn-superoxide dismutase designated as SOD1 and two Cu,Zn superoxide dismutases as SOD2 and SOD3. The major isoform SOD2 was purified to homogeneity by Sephacryl S200-HR gel filtration, DEAE Sepharose ion exchange chromatography, and chromatofocusing using PBE 94. SOD2 was purified 82-fold with a specific activity of 4,960 U/mg protein. This enzyme was stable in a broad pH range from 5.0 to 10.0 and at various temperatures from 25 to 60 degrees C. The native molecular mass of SOD2 estimated by high performance liquid chromatography on TSK gel G2000SW column was 39 kDa. Sodium dodecyl sulfate-polyacrylamide gel electrophoresis analysis showed a single band near 18 kDa, suggesting that native enzyme was homodimeric. The isoelectric point as determined by chromatofocusing was 5. Analysis of its N terminal amino acid sequence revealed high sequence homology with several other cytosolic Cu,Zn-SODs from plants. Exposure of cancer cell lines to garlic Cu,Zn-SOD2 led to a significant decrease in superoxide content with a concomitant rise in intracellular peroxides, indicating that the enzyme is active in mammalian cells and could, therefore, be used in pharmacological applications.",Applied biochemistry and biotechnology,"['D000818', 'D000975', 'D045744', 'D002850', 'D002851', 'D004591', 'D005737', 'D006863', 'D007527', 'D051379', 'D018384', 'D013482', 'D013481', 'D013696']","['Animals', 'Antioxidants', 'Cell Line, Tumor', 'Chromatography, Gel', 'Chromatography, High Pressure Liquid', 'Electrophoresis, Polyacrylamide Gel', 'Garlic', 'Hydrogen-Ion Concentration', 'Isoenzymes', 'Mice', 'Oxidative Stress', 'Superoxide Dismutase', 'Superoxides', 'Temperature']","Purification and characterization of a Cu,Zn-SOD from garlic (Allium sativum L.). Antioxidant effect on tumoral cell lines.","[None, 'Q000737', None, None, None, None, 'Q000201', None, 'Q000737', None, 'Q000187', 'Q000737', 'Q000037', None]","[None, 'chemistry', None, None, None, None, 'enzymology', None, 'chemistry', None, 'drug effects', 'chemistry', 'antagonists & inhibitors', None]",https://www.ncbi.nlm.nih.gov/pubmed/18025602,2008,,,,,
17951430,"The consumption of garlic is inversely correlated with the progression of cardiovascular disease, although the responsible mechanisms remain unclear. Here we show that human RBCs convert garlic-derived organic polysulfides into hydrogen sulfide (H(2)S), an endogenous cardioprotective vascular cell signaling molecule. This H(2)S production, measured in real time by a novel polarographic H(2)S sensor, is supported by glucose-maintained cytosolic glutathione levels and is to a large extent reliant on reduced thiols in or on the RBC membrane. H(2)S production from organic polysulfides is facilitated by allyl substituents and by increasing numbers of tethering sulfur atoms. Allyl-substituted polysulfides undergo nucleophilic substitution at the alpha carbon of the allyl substituent, thereby forming a hydropolysulfide (RS(n)H), a key intermediate during the formation of H(2)S. Organic polysulfides (R-S(n)-R'; n > 2) also undergo nucleophilic substitution at a sulfur atom, yielding RS(n)H and H(2)S. Intact aorta rings, under physiologically relevant oxygen levels, also metabolize garlic-derived organic polysulfides to liberate H(2)S. The vasoactivity of garlic compounds is synchronous with H(2)S production, and their potency to mediate relaxation increases with H(2)S yield, strongly supporting our hypothesis that H(2)S mediates the vasoactivity of garlic. Our results also suggest that the capacity to produce H(2)S can be used to standardize garlic dietary supplements.",Proceedings of the National Academy of Sciences of the United States of America,"['D000111', 'D002851', 'D004563', 'D004912', 'D005737', 'D005978', 'D019803', 'D006801', 'D006862']","['Acetylcysteine', 'Chromatography, High Pressure Liquid', 'Electrochemistry', 'Erythrocytes', 'Garlic', 'Glutathione', 'Glutathione Disulfide', 'Humans', 'Hydrogen Sulfide']",Hydrogen sulfide mediates the vasoactivity of garlic.,"['Q000494', None, None, 'Q000187', 'Q000737', 'Q000097', 'Q000097', None, 'Q000097']","['pharmacology', None, None, 'drug effects', 'chemistry', 'blood', 'blood', None, 'blood']",https://www.ncbi.nlm.nih.gov/pubmed/17951430,2008,0.0,0.0,,,
17916975,"Analysis and distribution of Pb and Cd in different mice organs including liver, kidney, spleen, heart and blood were evaluated after treatment with different aqueous concentrations of garlic (12.5-100 mg/l). Atomic absorption spectrometry (AAS) was used for analysis of Pb and Cd in these organs. Treatment of Cd-Pb exposed mice with garlic (12.5-100 mg/l) reduced Pb concentrations by 44.65, 42.61, 38.4, 47.56, and 66.62% in liver, kidney, heart, spleen and blood respectively. Moreover, garlic reduced Cd levels by 72.5, 87.7, 92.6, 95.6, and 71.7% in liver, kidney, heart, spleen and blood respectively. The suppressed immune responses in mice pretreated with Cd-Pb mixture were reversed by 48.85, 55.82, 81.4 and 90.7 in the presence of 100, 50, 25, and 12.5 mg/ml of garlic extract.",Biological trace element research,"['D000818', 'D000917', 'D002104', 'D002105', 'D005260', 'D005737', 'D007854', 'D007855', 'D008297', 'D051379', 'D008807', 'D008517', 'D010936', 'D014018']","['Animals', 'Antibody Formation', 'Cadmium', 'Cadmium Poisoning', 'Female', 'Garlic', 'Lead', 'Lead Poisoning', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Phytotherapy', 'Plant Extracts', 'Tissue Distribution']",Garlic (Allium sativum L.) as a potential antidote for cadmium and lead intoxication: cadmium and lead distribution and analysis in different mice organs.,"[None, 'Q000187', 'Q000493', 'Q000188', None, None, 'Q000493', 'Q000188', None, None, None, None, 'Q000627', 'Q000187']","[None, 'drug effects', 'pharmacokinetics', 'drug therapy', None, None, 'pharmacokinetics', 'drug therapy', None, None, None, None, 'therapeutic use', 'drug effects']",https://www.ncbi.nlm.nih.gov/pubmed/17916975,2007,0.0,0.0,,,
