pred,PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,is_useful,usefulness_tier,info_location,comment
0.25,29899211,"Thaumatin-like protein from banana (designated BanTLP) has been purified by employing a simple protocol consisting of diethylaminoethyl Sephadex (DEAE__Sephadex) chromatography, gel filtration on Sephadex G50, and reversed-phase chromatography. The purified protein was identified by MALDI-TOF mass spectrometry, with an estimated molecular weight of 22.1 kDa. BanTLP effectively inhibited in vitro spore germination of ","Molecules (Basel, Switzerland)",[],[],Antifungal Activity of an Abundant Thaumatin-Like Protein from Banana against ,[],[],https://www.ncbi.nlm.nih.gov/pubmed/29899211,2018,0,0,,no cocoa
0.25,14509366,"We previously reported the inhibitory effect of various methyloxantines and phenolic compounds on tumor-induced angiogenesis and the production of angiogenic growth factors. The aim of the present work was to evaluate the effect of chocolate (CH), food containing substantial amounts of methyloxantine theobromine and polyphenols (mainly catechins), given to mice during pregnancy and the lactation period, on weight of organs, length of limbs, and bone vascular endothelial growth factor (VEGF) concentration (tested by ELISA), in 4-week old offspring. The study was performed on 2-month old Balb/c mice fed during pregnancy and lactation 400 mg of CH daily. Content of polyphenols (catechines) and theobromine in the chocolate was estimated by high liquid perforance chromatography (HPLC). Concentration of VEGF was tested by ELISA. Feeding pregnant mice chocolate produced the following effects: decrease of relative length of limbs and thigh bones in 4-week old progeny and decrease in VEGF content of offspring femoral bones.",Polish journal of veterinary sciences,"['D000284', 'D000821', 'D000818', 'D000831', 'D001842', 'D002099', 'D002851', 'D004797', 'D005260', 'D051379', 'D008807', 'D008517', 'D011247', 'D042461']","['Administration, Oral', 'Animal Feed', 'Animals', 'Animals, Newborn', 'Bone and Bones', 'Cacao', 'Chromatography, High Pressure Liquid', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Mice', 'Mice, Inbred BALB C', 'Phytotherapy', 'Pregnancy', 'Vascular Endothelial Growth Factor A']",Chocolate feeding of pregnant mice influences length of limbs of their progeny.,"[None, None, None, None, 'Q000187', None, None, None, None, None, None, None, None, 'Q000187']","[None, None, None, None, 'drug effects', None, None, None, None, None, None, None, None, 'drug effects']",https://www.ncbi.nlm.nih.gov/pubmed/14509366,2003,,,,
0.24,28272800,"Many factors can influence antioxidative and antimicrobial characteristics of plant materials. The quality of cocoa as functional food ingredient is influenced through its processing. The main aim of this study was to test if there is difference in polyphenol content, antioxidant capacity, and antimicrobial activity between nonalkalized and alkalized cocoa powders. To estimate polyphenol and flavonoid content in cocoa samples the spectrophotometric microassays were used. Flavan-3ols were determined with reversed-phase high-performance liquid chromatography (RP-HPLC). Antimicrobial activity against 3 Gram positive bacteria, 4 Gram negative bacteria and 1 strain of yeast was determined using broth microdilution method. Total polyphenol content was 1.8 times lower in alkalized cocoa samples than in natural ones. Epicatechin/catechin ratio was changed due to the process of alkalization in favor of catechin (2.21 in natural and 1.45 in alkalized cocoa powders). Combined results of 3 antioxidative tests (DPPH, FRAP, ABTS) were used for calculation of RACI (Relative Antioxidant Capacity Index) and GAS (Global Antioxidant Score) values that were consistently higher in natural than in alkalized cocoa extracts. Obtained results have shown significant correlations between these values and phenolic content (0.929 ___ r ___ 0.957, P < 0.01). Antimicrobial activity varied from 5.0 to 25.0 mg/ml (MICs), while Candida albicans was the most sensitive tested microorganism. Cocoa powders subjected to alkalization had significantly reduced content of total and specific phenolic compounds and reduced antioxidant capacity (P < 0.05), but their antimicrobial activity was equal for Gram-positive bacteria or even significantly enhanced for Gram-negative bacteria.",Journal of food science,"['D000890', 'D000975', 'D002099', 'D002176', 'D002392', 'D056148', 'D003116', 'D005419', 'D006090', 'D006094', 'D006863', 'D008826', 'D010936', 'D059808', 'D011208', 'D044945']","['Anti-Infective Agents', 'Antioxidants', 'Cacao', 'Candida albicans', 'Catechin', 'Chromatography, Reverse-Phase', 'Color', 'Flavonoids', 'Gram-Negative Bacteria', 'Gram-Positive Bacteria', 'Hydrogen-Ion Concentration', 'Microbial Sensitivity Tests', 'Plant Extracts', 'Polyphenols', 'Powders', 'Proanthocyanidins']","Correlation between Antimicrobial, Antioxidant Activity, and Polyphenols of Alkalized/Nonalkalized Cocoa Powders.","['Q000494', 'Q000494', 'Q000737', 'Q000187', 'Q000494', None, None, 'Q000494', 'Q000187', 'Q000187', None, None, 'Q000494', 'Q000494', None, 'Q000494']","['pharmacology', 'pharmacology', 'chemistry', 'drug effects', 'pharmacology', None, None, 'pharmacology', 'drug effects', 'drug effects', None, None, 'pharmacology', 'pharmacology', None, 'pharmacology']",https://www.ncbi.nlm.nih.gov/pubmed/28272800,2017,1,1,table 2 and 3,
0.24,19272093,"Synopsis Non-saponifiable lipid fraction (ICSB) extracted from cocoa shell butter was solubilized in dimethylformamide (DMF) and analysed for its biological activity on growth of rat and human fibroblasts. Non-saponifiables (10 mug ml(-1)) partially protected cells from toxicity of DMF (1%) and allowed the growth of fibroblasts cultivated in optimal conditions (10% fetal calf serum-FCS, 37 degrees C) or improved the survival of cells maintained in altered conditions (2.5% FCS, 35 degrees C). At higher concentration (ICSB 50 mug ml(-1), DMF 1%), the protective effect was suppressed. ICSB was fractionated by chromatography into four compounds: sterols, terpenic alcohols, tocopherols and hydrocarbons +/- carotenoids. We found that biological activity of ICSB was mostly due to the major fraction containing sterols.",International journal of cosmetic science,[],[],Non-saponifiable fraction of cocoa shell butter: effect on rat and human skin fibroblasts.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/19272093,2012,,,,no pdf access
0.24,28911615,"Candies, chewing gums, dried fruits, jellies, chocolate, and shredded squid pieces imported from 17 countries were surveyed for their aluminum content. The samples were bought from candy shops, supermarkets, and convenience stores, and through online shopping. Sample selection focused on imported candies and snacks. A total of 67 samples, including five chewing gums, seven dried fruits, 13 chocolates, two jellies, two dried squid pieces, and 38 candies, were analyzed. The content of aluminum was analyzed by inductively coupled plasma optical emission spectrometry (ICP OES). The limit of quantitation for aluminum was 1.53__mg/kg. The content of aluminum ranged from not detected (ND) to 828.9__mg/kg. The mean concentrations of aluminum in chewing gums, dried fruits, chocolate, jellies, dried squid pieces, and candies were 36.62__mg/kg, 300.06__mg/kg, 9.1__mg/kg, 2.3__mg/kg, 7.8__mg/kg, and 24.26__mg/kg, respectively. Some samples had relatively high aluminum content. The highest aluminum content of 828.9__mg/kg was found in dried papaya threads imported from Thailand. Candies imported from Thailand and Vietnam had aluminum contents of 265.7__mg/kg and 333.1__mg/kg, respectively. Exposure risk assessment based on data from the Taiwan National Food Consumption Database was employed to calculate the percent provisional tolerable weekly intake (%PTWI). The percent provisional tolerable weekly intake of aluminum for adults (19-50__years) and children (3-6__years) based on the consumption rate of the total population showed that candies and snacks did not contribute greatly to aluminum exposure. By contrast, in the exposure assessment based on the consumers-only consumption rate, the estimated values of weekly exposure to aluminum from dried papaya threads in adults (19-50__years) and children (3-6__years) were 4.18__mg/kg body weight (bw)/wk and 7.93__mg/kg bw/wk, respectively, for 50",Journal of food and drug analysis,"['D000535', 'D002182', 'D006801', 'D062410', 'D013624']","['Aluminum', 'Candy', 'Humans', 'Snacks', 'Taiwan']",Investigation of aluminum content of imported candies and snack foods in Taiwan.,"[None, None, None, None, None]","[None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/28911615,2017,1,1,text ,extracted the data from the refered paper (table 3)
0.24,16197573,"Dietary polyphenols are suggested to participate in the prevention of CVD and cancer. It is essential for epidemiological studies to be able to compare intake of the main dietary polyphenols in populations. The present paper describes a fast method suitable for the analysis of polyphenols in urine, selected as potential biomarkers of intake. This method is applied to the estimation of polyphenol recovery after ingestion of six different polyphenol-rich beverages. Fifteen polyphenols including mammalian lignans (enterodiol and enterolactone), several phenolic acids (chlorogenic, caffeic, m-coumaric, gallic, and 4-O-methylgallic acids), phloretin and various flavonoids (catechin, epicatechin, quercetin, isorhamnetin, kaempferol, hesperetin, and naringenin) were simultaneously quantified in human urine by HPLC coupled with electrospray ionisation mass-MS (HPLC-electrospray-tandem mass spectrometry) with a run time of 6 min per sample. The method has been validated with regard to linearity, precision, and accuracy in intra- and inter-day assays. It was applied to urine samples collected from nine volunteers in the 24 h following consumption of either green tea, a grape-skin extract, cocoa beverage, coffee, grapefruit juice or orange juice. Levels of urinary excretion suggest that chlorogenic acid, gallic acid, epicatechin, naringenin or hesperetin could be used as specific biomarkers to evaluate the consumption of coffee, wine, tea or cocoa, and citrus juices respectively.",The British journal of nutrition,"['D000328', 'D001628', 'D015415', 'D002099', 'D002110', 'D002138', 'D016022', 'D002851', 'D032083', 'D032084', 'D003069', 'D004032', 'D005260', 'D005419', 'D006801', 'D008297', 'D010636', 'D059808', 'D012680', 'D021241', 'D018709', 'D013662', 'D013805', 'D013997']","['Adult', 'Beverages', 'Biomarkers', 'Cacao', 'Caffeine', 'Calibration', 'Case-Control Studies', 'Chromatography, High Pressure Liquid', 'Citrus paradisi', 'Citrus sinensis', 'Coffee', 'Diet', 'Female', 'Flavonoids', 'Humans', 'Male', 'Phenols', 'Polyphenols', 'Sensitivity and Specificity', 'Spectrometry, Mass, Electrospray Ionization', 'Statistics, Nonparametric', 'Tea', 'Theobromine', 'Time Factors']",Polyphenol levels in human urine after intake of six different polyphenol-rich beverages.,"[None, None, 'Q000652', None, None, None, None, None, None, None, None, None, None, 'Q000008', None, None, 'Q000008', None, None, None, None, None, None, None]","[None, None, 'urine', None, None, None, None, None, None, None, None, None, None, 'administration & dosage', None, None, 'administration & dosage', None, None, None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/16197573,2005,1,1,table 1,cocoa powder only
0.23,28959635,"Levels of organochlorine pesticides (OCPs) were determined in dried cocoa beans obtained from cocoa produce stores at Ondo and Ile-Ife, Southwestern Nigeria. Cocoa beans samples were sun dried to a constant weight, pulverized and soxhlet extracted with dichloromethane to obtain the OCPs. Qualitative identification and quantitative evaluation of the extracted OCPs after clean-up on silica gel were accomplished with the aid of a Gas Chromatography coupled with an Electron Capture Detector (GC-ECD). Levels of OCPs in cocoa beans from Ondo had a mean range of ND (p, p'-DDE) to 82.17___±__54.53__ng/g (p, p'-DDT) were higher than the OCPs levels in cocoa beans from Ile-Ife with a mean range of 0.37___±__0.63__ng/g (Endrin) to 57.76___±__81.48__ng/g (p, p'-DDT). The higher levels of OCPs detected in the cocoa beans from Ondo could be an indication of higher volume of OCPs application by cocoa farmers in Ondo and its environs since cocoa plantations were more concentrated than Ile-Ife environs. Levels of OCPs determined in the cocoa beans were within the Maximum Residue Limit (MRLs) for OCPs set by the World Health Organization/Food and Agricultural Organization. The study established the presence of OCPs in an important crop of Nigeria. Hence, there is the need to keep monitoring ecotoxicological chemical substances in agricultural food products of Nigeria so as to take steps that ensure health safety of end users.",Toxicology reports,[],[],"Organochlorine pesticide residues in dried cocoa beans obtained from cocoa stores at Ondo and Ile-Ife, Southwestern Nigeria.",[],[],https://www.ncbi.nlm.nih.gov/pubmed/28959635,2017,1,3,"table 3, 4, 5, and 6. Fig 1",pesticides are determined in samples fromt two different regions
0.23,3239114,"The fatty acid composition including trans fatty acids of 12 brands of nut-nougat creams were analyzed by capillary gas chromatography. The creams consisted mainly of sugar and partially hydrogenated vegetable oil. The lipid content, which was quantified gravimetrically, amounted to between 30 and 38.2% in the different brands. The fatty acid composition varied considerably between the different creams. Linoleic acid, the major polyunsaturated fatty acid (PUFA), ranged from 12 to 39%. Palmitic acid (16:0), which was the main fatty acid, varied from 9 to 27%. The total trans fatty acid content of the 12 creams ranged from 0.9 to 12.3%. Only two of the creams contained less than 1% of trans fatty acids; 18:1t was the trans fatty acid found in the greatest amounts, whereas 16:1t and 14:1t were only found in trace amounts. Three samples had amounts of 18:2tt, 18:2ct, and 18:2tc between 0.7 and 1.06%; only small amounts of linoleate isomers were detected in the other creams. Our results show that trans fatty acids are present in every brand of chocolate cream tested. Since the potential risk of arteriosclerosis and cancer resulting from the consumption of trans fatty acids is not yet clear, different ways of production should be used in order to eliminate them from the creams that are a preferred bread spread of infants and children.",Zeitschrift fur Ernahrungswissenschaft,"['D002099', 'D002182', 'D004041', 'D005227', 'D005860', 'D006801', 'D006865', 'D010938', 'D010945']","['Cacao', 'Candy', 'Dietary Fats', 'Fatty Acids', 'Germany, West', 'Humans', 'Hydrogenation', 'Plant Oils', 'Plants, Edible']",Trans fatty acid content of selected brands of West German nut-nougat cream.,"['Q000032', 'Q000032', 'Q000032', 'Q000032', None, None, None, 'Q000032', 'Q000032']","['analysis', 'analysis', 'analysis', 'analysis', None, None, None, 'analysis', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/3239114,1989,,,,
0.23,12488137,"Epicatechin is a flavan-3-ol that is commonly present in green teas, red wine, cocoa products, and many fruits, such as apples. There is considerable interest in the bioavailability of epicatechin after oral ingestion. In vivo studies have shown that low levels of epicatechin are absorbed and found in the circulation as glucuronides, methylated and sulfated forms. Recent research has demonstrated protective effects of epicatechin and one of its in vivo metabolites, 3'-O-methyl epicatechin, against neuronal cell death induced by oxidative stress. Thus, we are interested in the ability of ingested epicatechin to cross the blood brain barrier and target the brain. Rats were administered 100 mg/kg body weight/d epicatechin orally for 1, 5, and 10 d. Plasma and brain extracts were analyzed by HPLC with photodiode array detection and LC-MS/MS. This study reports the presence of the epicatechin glucuronide and 3'-O-methyl epicatechin glucuronide formed after oral ingestion in the rat brain tissue.",Free radical biology & medicine,"['D000284', 'D000818', 'D001682', 'D001921', 'D002392', 'D002851', 'D008297', 'D013058', 'D051381', 'D017208']","['Administration, Oral', 'Animals', 'Biological Availability', 'Brain', 'Catechin', 'Chromatography, High Pressure Liquid', 'Male', 'Mass Spectrometry', 'Rats', 'Rats, Wistar']",Uptake and metabolism of epicatechin and its access to the brain after oral ingestion.,"[None, None, None, 'Q000378', 'Q000008', None, None, None, None, None]","[None, None, None, 'metabolism', 'administration & dosage', None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/12488137,2004,0,0,,no cocoa tested
0.23,25802220,"In recent years, there has been an increasing interest in identifying and characterizing the yeast flora associated with diverse types of habitat because of the many potential desirable technological properties of these microorganisms, especially in food applications. In this study, a total of 101 yeast strains were isolated from the skins of tropical fruits collected in several locations in the South West Indian Ocean. Sequence analysis of the D1/D2 domains of the large subunit (LSU) ribosomal RNA gene identified 26 different species. Among them, two species isolated from the skins of Cape gooseberry and cocoa beans appeared to represent putative new yeast species, as their LSU D1/D2 sequence was only 97.1% and 97.4% identical to that of the yeasts Rhodotorula mucilaginosa and Candida pararugosa, respectively. A total of 52 Volatile Organic Compounds (VOCs) were detected by Head Space Solid Phase Micro Extraction coupled to Gas Chromatography and Mass Spectroscopy (HS-SPME-GC/MS) from the 26 yeast species cultivated on a glucose rich medium. Among these VOCs, 6 uncommon compounds were identified, namely ethyl but-2-enoate, ethyl 2-methylbut-2-enoate (ethyl tiglate), ethyl 3-methylbut-2-enoate, 2-methylpropyl 2-methylbut-2-enoate, butyl 2-methylbut-2-enoate and 3-methylbutyl 2-methylbut-2-enoate, making them possible yeast species-specific markers. In addition, statistical methods such as Principal Component Analysis allowed to associate each yeast species with a specific flavor profile. Among them, Saprochaete suaveolens (syn: Geotrichum fragrans) turned to be the best producer of flavor compounds, with a total of 32 out of the 52 identified VOCs in its flavor profile. ",International journal of food microbiology,"['D016000', 'D004275', 'D005421', 'D005516', 'D005638', 'D008270', 'D017508', 'D014329', 'D055549', 'D015003']","['Cluster Analysis', 'DNA, Ribosomal', 'Flavoring Agents', 'Food Microbiology', 'Fruit', 'Madagascar', 'Reunion', 'Tropical Climate', 'Volatile Organic Compounds', 'Yeasts']",A comparative study on the potential of epiphytic yeasts isolated from tropical fruits to produce flavoring compounds.,"[None, 'Q000235', 'Q000032', None, 'Q000382', None, None, None, 'Q000032', 'Q000737']","[None, 'genetics', 'analysis', None, 'microbiology', None, None, None, 'analysis', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/25802220,2015,0,0,,
0.23,19680899,"The caffeine content of different beverages from Argentina's market was measured. Several brands of coffees, teas, mates, chocolate milks, soft and energy drinks were analysed by high-performance liquid chromatography (HPLC) with ultraviolet detection. The highest concentration level was found in short coffee (1.38 mg ml(-1)) and the highest amount per serving was found in instant coffee (95 mg per serving). A consumption study was also carried out among 471 people from 2 to 93 years of age to evaluate caffeine total dietary intake by age and to identify the sources of caffeine intake. The mean caffeine intake among adults was 288 mg day(-1) and mate was the main contributor to that intake. The mean caffeine intake among children of 10 years of age and under was 35 mg day(-1) and soft drinks were the major contributors to that intake. Children between 11 and 15 years old and teenagers (between 16 and 20 years) had caffeine mean intakes of 120 and 240 mg day(-1), respectively, and mate was the major contributor to those intakes. Drinking mate is a deep-rooted habit among Argentine people and it might be the reason for their elevated caffeine mean daily intake.","Food additives & contaminants. Part A, Chemistry, analysis, control, exposure & risk assessment","['D000293', 'D000328', 'D000368', 'D000369', 'D000704', 'D001118', 'D001628', 'D002099', 'D002110', 'D002253', 'D000697', 'D002648', 'D002675', 'D003069', 'D003430', 'D004034', 'D005260', 'D006801', 'D008297', 'D008875', 'D011247', 'D011795', 'D013662', 'D055815']","['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Analysis of Variance', 'Argentina', 'Beverages', 'Cacao', 'Caffeine', 'Carbonated Beverages', 'Central Nervous System Stimulants', 'Child', 'Child, Preschool', 'Coffee', 'Cross-Sectional Studies', 'Diet Surveys', 'Female', 'Humans', 'Male', 'Middle Aged', 'Pregnancy', 'Surveys and Questionnaires', 'Tea', 'Young Adult']",Caffeine levels in beverages from Argentina's market: application to caffeine dietary intake assessment.,"[None, None, None, None, None, None, 'Q000032', 'Q000737', 'Q000008', 'Q000032', 'Q000008', None, None, 'Q000737', None, None, None, None, None, None, None, None, 'Q000737', None]","[None, None, None, None, None, None, 'analysis', 'chemistry', 'administration & dosage', 'analysis', 'administration & dosage', None, None, 'chemistry', None, None, None, None, None, None, None, None, 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/19680899,2010,0,0,,
0.22,12654472,"(-)-epicatechin is one of the most potent antioxidants present in the human diet. Particularly high levels are found in black tea, apples, and chocolate. High intake of catechins has been associated with reduced risk of cardiovascular diseases. There have been several reports concerning the bioavailability of catechins, however, the chemical structure of (-)-epicatechin metabolites in blood, tissues, and urine remains unclear. In the present study, we purified and elucidated the chemical structure of (-)-epicatechin metabolites in human and rat urine after oral administration. Three metabolites were purified from human urine including (-)-epicatechin-3'-O-glucuronide, 4'-O-methyl-(-)-epicatechin-3'-O-glucuronide, and 4'-O-methyl-(-)-epicatechin-5 or 7-O-glucuronide, according to 1H- and 13C-NMR, HMBC, and LC-MS analyses. The metabolites purified from rat urine were 3'-O-methyl-(-)-epicatechin, (-)-epicatechin-7-O-glucuronide, and 3'-O-methyl-(-)-epicatechin-7-O-glucuronide. These compounds were also detected in the blood of humans and rats by LC-MS. The presence of these metabolites in blood and urine suggests that catechins are metabolized and circulated in the body after administration of catechin-containing foods.",Free radical biology & medicine,"['D000284', 'D000328', 'D000818', 'D002392', 'D002851', 'D005260', 'D005609', 'D008401', 'D005965', 'D020723', 'D006801', 'D009682', 'D008297', 'D008956', 'D051381', 'D017207', 'D013045', 'D013997']","['Administration, Oral', 'Adult', 'Animals', 'Catechin', 'Chromatography, High Pressure Liquid', 'Female', 'Free Radicals', 'Gas Chromatography-Mass Spectrometry', 'Glucuronates', 'Glucuronic Acid', 'Humans', 'Magnetic Resonance Spectroscopy', 'Male', 'Models, Chemical', 'Rats', 'Rats, Sprague-Dawley', 'Species Specificity', 'Time Factors']",Structures of (-)-epicatechin glucuronide identified from plasma and urine after oral ingestion of (-)-epicatechin: differences between human and rat.,"[None, None, None, 'Q000008', None, None, None, None, 'Q000097', 'Q000097', None, None, None, None, None, None, None, None]","[None, None, None, 'administration & dosage', None, None, None, None, 'blood', 'blood', None, None, None, None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/12654472,2004,0,0,,
0.22,10917931,"Diets that are rich in plant foods have been associated with a decreased risk for specific disease processes and certain chronic diseases. In addition to essential macronutrients and micronutrients, the flavonoids in a variety of plant foods may have health-enhancing properties. Chocolate is a food that is known to be rich in the flavan-3-ol epicatechin and procyanidin oligomers. However, the bioavailability and the biological effects of the chocolate flavonoids are poorly understood. To begin to address these issues, we developed a method based on HPLC coupled with electrochemical (coulometric) detection to determine the physiological levels of epicatechin, catechin and epicatechin dimers. This method allows for the determination of 20 pg (69 fmol) of epicatechin, which translates to plasma concentrations as low as 1 nmol/L. We next evaluated the absorption of epicatechin, from an 80-g semisweet chocolate (procyanidin-rich chocolate) bolus. By 2 h after ingestion, there was a 12-fold increase in plasma epicatechin, from 22 to 257 nmol/L (P < 0.01). Consistent with the antioxidant properties of epicatechin, within the same 2-h period, there was a significant increase of 31% in plasma total antioxidant capacity (P < 0.04) and a decrease of 40% in plasma 2-thiobarbituric acid reactive substances (P < 0.01). Plasma epicatechin and plasma antioxidant capacity approached baseline values by 6 h after ingestion. These results show that it is possible to determine basal levels of epicatechin in plasma. The data support the concept that the consumption of chocolate can result in significant increases in plasma epicatechin concentrations and decreases in plasma baseline oxidation products.",The Journal of nutrition,"['D000328', 'D000975', 'D044946', 'D001682', 'D002099', 'D002392', 'D002784', 'D002851', 'D005260', 'D006801', 'D008297', 'D008875', 'D018384', 'D044945']","['Adult', 'Antioxidants', 'Biflavonoids', 'Biological Availability', 'Cacao', 'Catechin', 'Cholesterol', 'Chromatography, High Pressure Liquid', 'Female', 'Humans', 'Male', 'Middle Aged', 'Oxidative Stress', 'Proanthocyanidins']",Epicatechin in human plasma: in vivo determination and effect of chocolate consumption on plasma oxidation status.,"[None, 'Q000493', None, None, 'Q000378', 'Q000008', 'Q000097', None, None, None, None, None, 'Q000187', None]","[None, 'pharmacokinetics', None, None, 'metabolism', 'administration & dosage', 'blood', None, None, None, None, None, 'drug effects', None]",https://www.ncbi.nlm.nih.gov/pubmed/10917931,2000,0,0,,
0.22,15935584,"Caffeine is a mild central nervous stimulant that occurs naturally in coffee beans, cocoa beans and tea leaves. In large doses, it can be profoundly toxic, resulting in arrhythmia, tachycardia, vomiting, convulsions, coma and death. The average cup of coffee or tea in the United States is reported to contain between 40 and 150 mg caffeine although specialty coffees may contain much higher doses. Over-the-counter supplements that are used to combat fatigue typically contain 100-200 mg caffeine per tablet and doses of 32-200mg are included in a variety of prescription drug mixtures. Fatal caffeine overdoses in adults are relatively rare and require the ingestion of a large quantity of the drug, typically in excess of 5 g. Over a period of approximately 12 months our office reported two cases of fatal caffeine intoxication. In the first case, the femoral blood of a 39-year-old female with a history of intravenous drug use contained 192 mg/L caffeine. In the second case, femoral blood from a 29-year-old male with a history of obesity and diabetes contained 567 mg/L caffeine. In both cases, the cause of death was ruled as caffeine intoxication and the manner of death was accidental.",Forensic science international,"['D000328', 'D002110', 'D000697', 'D062787', 'D017809', 'D005260', 'D005554', 'D008401', 'D006801', 'D008297']","['Adult', 'Caffeine', 'Central Nervous System Stimulants', 'Drug Overdose', 'Fatal Outcome', 'Female', 'Forensic Medicine', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Male']",Fatal caffeine overdose: two case reports.,"[None, 'Q000097', 'Q000097', None, None, None, None, None, None, None]","[None, 'blood', 'blood', None, None, None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/15935584,2005,0,0,,no cocoa tested
0.22,11759010,"The cacao bean husk has been shown to possess two types of cariostatic substances, one showing anti-glucosyltransferase (GTF) activity and the other antibacterial activity, and to inhibit experimental dental caries in rats infected with mutans streptococci. In the present study, chromatographic purification revealed high-molecular-weight polyphenolic compounds and unsaturated fatty acids as active components. The former, which showed strong anti-GTF activity, were polymeric epicatechins with C-4beta and C-8 intermolecular bonds estimated to be 4636 in molecular weight in an acetylated form. The latter, which showed bactericidal activity against Streptococcus mutans, were determined to be oleic and linoleic acids, and demonstrated a high level of activity at a concentration of 30 microgram/mL. The cariostatic activity of the cacao bean husk is likely caused by these biologically active constituents.",Journal of dental research,"['D000891', 'D002099', 'D002327', 'D002392', 'D002845', 'D004791', 'D005231', 'D005936', 'D005964', 'D015394', 'D008970', 'D010936', 'D012639', 'D013295']","['Anti-Infective Agents, Local', 'Cacao', 'Cariostatic Agents', 'Catechin', 'Chromatography', 'Enzyme Inhibitors', 'Fatty Acids, Unsaturated', 'Glucans', 'Glucosyltransferases', 'Molecular Structure', 'Molecular Weight', 'Plant Extracts', 'Seeds', 'Streptococcus mutans']",Identification of cariostatic substances in the cacao bean husk: their anti-glucosyltransferase and antibacterial activities.,"['Q000302', 'Q000737', 'Q000302', 'Q000302', None, 'Q000302', 'Q000302', 'Q000037', 'Q000037', None, None, 'Q000737', None, 'Q000187']","['isolation & purification', 'chemistry', 'isolation & purification', 'isolation & purification', None, 'isolation & purification', 'isolation & purification', 'antagonists & inhibitors', 'antagonists & inhibitors', None, None, 'chemistry', None, 'drug effects']",https://www.ncbi.nlm.nih.gov/pubmed/11759010,2001,0,0,,
0.22,16819905,"A naturally decaffeinated tea, Camellia sinensis var. ptilophylla (cocoa tea), has long been popular in southern China as a healthy beverage. Our experiments indicate that a single oral administration of 500 mg/kg of cocoa tea extract suppresses increases in plasma triacylgycerol (TG) levels when fed with 5 mL/kg of olive or lard oil in mice and that the inhibition rates are 22.9% and 31.5%, respectively, compared with controls. Under the same condition, cocoa tea extract did not affect the level of plasma free fatty acid. Likewise, the extract reduced the lymphatic absorption of lipids at 250 and 500 mg/kg. Also, cocoa tea extract and polyphenols isolated from cocoa tea inhibit pancreatic lipase. These findings suggest that cocoa tea has hypolipemic activity, which may be due to the suppression of digestive lipase activity by the polyphenols contained within the tea.",Journal of agricultural and food chemistry,"['D000818', 'D028241', 'D002392', 'D002851', 'D004041', 'D004791', 'D005230', 'D005419', 'D005502', 'D000960', 'D008049', 'D008297', 'D051379', 'D008813', 'D000069463', 'D010636', 'D010936', 'D010938', 'D059808', 'D014280']","['Animals', 'Camellia sinensis', 'Catechin', 'Chromatography, High Pressure Liquid', 'Dietary Fats', 'Enzyme Inhibitors', 'Fatty Acids, Nonesterified', 'Flavonoids', 'Food', 'Hypolipidemic Agents', 'Lipase', 'Male', 'Mice', 'Mice, Inbred ICR', 'Olive Oil', 'Phenols', 'Plant Extracts', 'Plant Oils', 'Polyphenols', 'Triglycerides']",Evaluation of the hypolipemic property of Camellia sinensisVar. ptilophylla on postprandial hypertriglyceridemia.,"[None, 'Q000737', 'Q000494', None, None, 'Q000494', 'Q000097', 'Q000302', None, 'Q000008', 'Q000037', None, None, None, None, 'Q000302', 'Q000008', 'Q000008', None, 'Q000097']","[None, 'chemistry', 'pharmacology', None, None, 'pharmacology', 'blood', 'isolation & purification', None, 'administration & dosage', 'antagonists & inhibitors', None, None, None, None, 'isolation & purification', 'administration & dosage', 'administration & dosage', None, 'blood']",https://www.ncbi.nlm.nih.gov/pubmed/16819905,2006,0,0,,
